0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             10062014                                                                                                                                                                                                                                                                                                                                                                                      000001
1045421005424DIR_CREDIT     SAO LUCAS MEDICO HOSPITALAR LTDA        013360276000122UNIMED SERGIPE - COOP DE TRAB MEDICO    RUA SOCORRO 100_ SAO JOSE               ARACAJU                                 49015300SE4761700001                                                                                                                                          012587134           01052003000000852505/2003     21052014000404Contrato de prestação de serviços hospitalares aos beneficiários dos   planos de saúde operacionalizados pela contratante.                                                                                                                      013131370000100              000002
1008421002710DIR_CREDIT     OCS MIN E EMPREENDIMENTOS LTDA          034230979005418SUPERMIX CONCRETO S/A                   R PROF. JOSE VIEIRA DE MENDONçA, 1121   BELO HORIZONTE                          31310260MG4764200001                                                                                                                                          012577187           100120070000012817            22052014000404fornecimento de material produzido pela OCS-Mineração e EmpreendimentosLtda,a saber Brita 19mm,Brita 9,5mm e areia grossa de Brita,todos fornecidos e oferecidos em forma de tonelada.                                                          007323439000102              000003
1014421024990DIR_CREDIT     FLAVIO MOVEIS LTDA                      027406222000165DACASA FINANCEIRA S/A                   AV NOSSA SENHORA DA PENHA, 2035         VITORIA                                 29056245ES4765500001                                                                                                                                          012586461           010620070000023670S/NR        22052014000403recebíveis do cartão de crédito Private Label denominado Cartão        Palladium Móveis - DACASA.                                                                                                                                               005107922000116              000004
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011497712000184CENTERBOX SUPERMERCADOS LTDA            RUA GILBERTO STUDART, 155 LJ 01 02      FORTALEZA                               60192105CE47968000050001859901P7622403  16052014900BRADESCO S/A        1408201400000000000036448CC                                                                                                                                                                                                                                                                                                                                                                                                         000196
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011086691000104GARIN COPIAS GRAFICA RAPIDA LTDA -      AVENDA  ANTONIO SALES, 2155             FORTALEZA                               60135101CE47969000010001978101P76323    21052014900BRADESCO S/A        2006201400000000000054250CC                                                                                                                                                                                                                                                                                                                                                                                                         000197
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011086691000104GARIN COPIAS GRAFICA RAPIDA LTDA -      AVENDA  ANTONIO SALES, 2155             FORTALEZA                               60135101CE47969000020002048801P76370    22052014900BRADESCO S/A        2306201400000000000054250CC                                                                                                                                                                                                                                                                                                                                                                                                         000198
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011086691000104GARIN COPIAS GRAFICA RAPIDA LTDA -      AVENDA  ANTONIO SALES, 2155             FORTALEZA                               60135101CE47969000030002059301P7639001  23052014900BRADESCO S/A        2306201400000000000054250CC                                                                                                                                                                                                                                                                                                                                                                                                         000199
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011086691000104GARIN COPIAS GRAFICA RAPIDA LTDA -      AVENDA  ANTONIO SALES, 2155             FORTALEZA                               60135101CE47969000040002060701P7639002  23052014900BRADESCO S/A        2207201400000000000054250CC                                                                                                                                                                                                                                                                                                                                                                                                         000200
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011698759000106CASTRO & MORAES SERVICOS DE IMPRES      RUA JAIME BENEVOLO, 701                 FORTALEZA                               60050080CE47970000010002035601P7636501  22052014900BRADESCO S/A        2006201400000000000058779CC                                                                                                                                                                                                                                                                                                                                                                                                         000201
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011698759000106CASTRO & MORAES SERVICOS DE IMPRES      RUA JAIME BENEVOLO, 701                 FORTALEZA                               60050080CE47970000020002036401P7636502  22052014900BRADESCO S/A        2107201400000000000058779CC                                                                                                                                                                                                                                                                                                                                                                                                         000202
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011698759000106CASTRO & MORAES SERVICOS DE IMPRES      RUA JAIME BENEVOLO, 701                 FORTALEZA                               60050080CE47970000030002037201P7636503  22052014900BRADESCO S/A        1908201400000000000058779CC                                                                                                                                                                                                                                                                                                                                                                                                         000203
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011698759000106CASTRO & MORAES SERVICOS DE IMPRES      RUA JAIME BENEVOLO, 701                 FORTALEZA                               60050080CE47970000040002038101P7636504  22052014900BRADESCO S/A        1809201400000000000058779CC                                                                                                                                                                                                                                                                                                                                                                                                         000204
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004611712000106MEIRA ARTE E AMBIENTACAO LTDA. - M      AV WASHINGTON SOARES, 909 LOJA 66 83    FORTALEZA                               60811340CE47971000010001611101P7532603  04042014900BRADESCO S/A        0307201400000000000122250CC                                                                                                                                                                                                                                                                                                                                                                                                         000205
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004611712000106MEIRA ARTE E AMBIENTACAO LTDA. - M      AV WASHINGTON SOARES, 909 LOJA 66 83    FORTALEZA                               60811340CE47971000020001612001P7532604  04042014900BRADESCO S/A        0408201400000000000122250CC                                                                                                                                                                                                                                                                                                                                                                                                         000206
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004207923000170EDUCADORA  ASC  LTDA                    AVENIDA WASHINGTON SOARES, 3737         FORTALEZA                               60811341CE47972000010001847501P76212    16052014900BRADESCO S/A        1606201400000000000100460CC                                                                                                                                                                                                                                                                                                                                                                                                         000207
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000153282000167CESDE INDUSTRIA E COMERCIO DE ELET      AV COMANDANTE AVIADOR CHILDERICO MOTA , MARANGUAPE                              61946350CE47973000010001771101P7581402  29042014900BRADESCO S/A        3006201400000000000050967CC                                                                                                                                                                                                                                                                                                                                                                                                         000208
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000153282000167CESDE INDUSTRIA E COMERCIO DE ELET      AV COMANDANTE AVIADOR CHILDERICO MOTA , MARANGUAPE                              61946350CE47973000020001772001P7581403  29042014900BRADESCO S/A        2807201400000000000050966CC                                                                                                                                                                                                                                                                                                                                                                                                         000209
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005799138000116DM TEXTIL INDUSTRIA E COMERCIO LTD      RUA  5A , 200                           MARACANAU                               61905480CE47974000010001838601P7605602  09052014900BRADESCO S/A        0807201400000000000051967CC                                                                                                                                                                                                                                                                                                                                                                                                         000210
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005799138000116DM TEXTIL INDUSTRIA E COMERCIO LTD      RUA  5A , 200                           MARACANAU                               61905480CE47974000020001839401P7605603  09052014900BRADESCO S/A        0708201400000000000051966CC                                                                                                                                                                                                                                                                                                                                                                                                         000211
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010640146000155C. D. S CARACAS - ME                    R DUQUE DE CAXIAS , 376                 JUAZEIRO DO NOR                         63050460CE47975000010001596401P7531403  04042014900BRADESCO S/A        0307201400000000000105000CC                                                                                                                                                                                                                                                                                                                                                                                                         000212
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001643095000124EFICAZ ENGENHARIA E SERVICOS LTDA       R FRANCISCO NEPOMUCENO, 134             FORTALEZA                               60863250CE47976000010001533601P7520603  31032014900BRADESCO S/A        3006201400000000000105246CC                                                                                                                                                                                                                                                                                                                                                                                                         000213
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005950223000133POTYPRINT COMERCIO INFORMATICA LTD      RUA CORONEL ZEZE, 1027                  CRATEUS                                 63700000CE47977000010001427501P7499303  20032014900BRADESCO S/A        1806201400000000000016591CC                                                                                                                                                                                                                                                                                                                                                                                                         000214
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005950223000133POTYPRINT COMERCIO INFORMATICA LTD      RUA CORONEL ZEZE, 1027                  CRATEUS                                 63700000CE47977000020002049601P7637101  22052014900BRADESCO S/A        2306201400000000000029668CC                                                                                                                                                                                                                                                                                                                                                                                                         000215
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005950223000133POTYPRINT COMERCIO INFORMATICA LTD      RUA CORONEL ZEZE, 1027                  CRATEUS                                 63700000CE47977000030002050001P7637102  22052014900BRADESCO S/A        2107201400000000000029668CC                                                                                                                                                                                                                                                                                                                                                                                                         000216
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005950223000133POTYPRINT COMERCIO INFORMATICA LTD      RUA CORONEL ZEZE, 1027                  CRATEUS                                 63700000CE47977000040002051801P7637103  22052014900BRADESCO S/A        2008201400000000000029669CC                                                                                                                                                                                                                                                                                                                                                                                                         000217
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010532901000188PAULO AVELINO FEIJAO ME                 RUA ILDEFONSO ALBANO, 1029              FORTALEZA                               60115070CE47978000010001851301P7622001  16052014900BRADESCO S/A        1606201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                                         000218
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010532901000188PAULO AVELINO FEIJAO ME                 RUA ILDEFONSO ALBANO, 1029              FORTALEZA                               60115070CE47978000020001852101P7622002  16052014900BRADESCO S/A        1507201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                                         000219
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007220874000101COMPANHIA DE ALIMENTOS DO NORDESTE      AV PRES COSTA E SILVA , 2067            FORTALEZA                               60761190CE47979000010002004601P76343    21052014900BRADESCO S/A        2006201400000000000110592CC                                                                                                                                                                                                                                                                                                                                                                                                         000220
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006199484000126PONTO I INDUSTRIA E COMERCIO DE CO      R BARAO DO RIO BRANCO, 2873             FORTALEZA                               60025062CE47980000010001844101P7621101  16052014900BRADESCO S/A        1606201400000000000041801CC                                                                                                                                                                                                                                                                                                                                                                                                         000221
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006199484000126PONTO I INDUSTRIA E COMERCIO DE CO      R BARAO DO RIO BRANCO, 2873             FORTALEZA                               60025062CE47980000020001845901P7621102  16052014900BRADESCO S/A        1507201400000000000041801CC                                                                                                                                                                                                                                                                                                                                                                                                         000222
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006199484000126PONTO I INDUSTRIA E COMERCIO DE CO      R BARAO DO RIO BRANCO, 2873             FORTALEZA                               60025062CE47980000030001846701P7621103  16052014900BRADESCO S/A        1408201400000000000041802CC                                                                                                                                                                                                                                                                                                                                                                                                         000223
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004188811000119CENTRO DE LASER E DIAGNOSE OCULAR       R ILDEFONSO ALBANO , 1373               FORTALEZA                               60115000CE47981000010001582401P7530603  04042014900BRADESCO S/A        0307201400000000000063007CC                                                                                                                                                                                                                                                                                                                                                                                                         000224
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004188811000119CENTRO DE LASER E DIAGNOSE OCULAR       R ILDEFONSO ALBANO , 1373               FORTALEZA                               60115000CE47981000020001583201P7530604  04042014900BRADESCO S/A        0408201400000000000063007CC                                                                                                                                                                                                                                                                                                                                                                                                         000225
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009147131000251FERNANDO AGRO NEGOCIOS LTDA - ME        ROD BR 222  , 8500KM 06                 CAUCAIA                                 61634000CE47982000010001840801P7620801  16052014900BRADESCO S/A        1606201400000000000043653CC                                                                                                                                                                                                                                                                                                                                                                                                         000226
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009147131000251FERNANDO AGRO NEGOCIOS LTDA - ME        ROD BR 222  , 8500KM 06                 CAUCAIA                                 61634000CE47982000020001841601P7620802  16052014900BRADESCO S/A        1507201400000000000043653CC                                                                                                                                                                                                                                                                                                                                                                                                         000227
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009147131000251FERNANDO AGRO NEGOCIOS LTDA - ME        ROD BR 222  , 8500KM 06                 CAUCAIA                                 61634000CE47982000030001842401P7620803  16052014900BRADESCO S/A        1408201400000000000043652CC                                                                                                                                                                                                                                                                                                                                                                                                         000228
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010328803000123IZZI SOLUCOES EM COBRANCAS E TELEA      AV SANTOS DUMONT, 2789 ANDAR 3 SALA 301 EUSEBIO                                 60150160CE47983000010001907201P7625401  19052014900BRADESCO S/A        1806201400000000000044000CC                                                                                                                                                                                                                                                                                                                                                                                                         000229
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010328803000123IZZI SOLUCOES EM COBRANCAS E TELEA      AV SANTOS DUMONT, 2789 ANDAR 3 SALA 301 EUSEBIO                                 60150160CE47983000020001908101P7625402  19052014900BRADESCO S/A        1807201400000000000044000CC                                                                                                                                                                                                                                                                                                                                                                                                         000230
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010328803000123IZZI SOLUCOES EM COBRANCAS E TELEA      AV SANTOS DUMONT, 2789 ANDAR 3 SALA 301 EUSEBIO                                 60150160CE47983000030001909901P7625403  19052014900BRADESCO S/A        1808201400000000000044000CC                                                                                                                                                                                                                                                                                                                                                                                                         000231
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004032075000105A & Z INDUSTRIA E COMERCIO DE MADE      R ALAN KARDEC, 1322                     FORTALEZA                               60420630CE47984000010001951001P7629701  20052014900BRADESCO S/A        1906201400000000000044400CC                                                                                                                                                                                                                                                                                                                                                                                                         000232
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004032075000105A & Z INDUSTRIA E COMERCIO DE MADE      R ALAN KARDEC, 1322                     FORTALEZA                               60420630CE47984000020001952801P7629702  20052014900BRADESCO S/A        2107201400000000000044400CC                                                                                                                                                                                                                                                                                                                                                                                                         000233
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004032075000105A & Z INDUSTRIA E COMERCIO DE MADE      R ALAN KARDEC, 1322                     FORTALEZA                               60420630CE47984000030001953601P7629703  20052014900BRADESCO S/A        1808201400000000000044400CC                                                                                                                                                                                                                                                                                                                                                                                                         000234
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004706416000180TINTAS HIDRACOR S/A                     AVENIDA DR MENDEL STEINBRUCH, SN KM 6   MARACANAU                               61910000CE47985000010001754101P7579302  28042014900BRADESCO S/A        2706201400000000000024800CC                                                                                                                                                                                                                                                                                                                                                                                                         000235
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004706416000180TINTAS HIDRACOR S/A                     AVENIDA DR MENDEL STEINBRUCH, SN KM 6   MARACANAU                               61910000CE47985000020001775401P7581902  29042014900BRADESCO S/A        3006201400000000000109450CC                                                                                                                                                                                                                                                                                                                                                                                                         000236
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007275159000168PETROLEO E LUBRIFICANTES DO NORDES      R AMANCIO FILOMENO  , 199               FORTALEZA                               60180320CE47986000010001765701P7580902  29042014900BRADESCO S/A        3006201400000000000135087CC                                                                                                                                                                                                                                                                                                                                                                                                         000237
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        002608755002908IREP SOCIEDADE DE ENSINO SUPERIOR,      RUA ELISEU UCHOA BECCO, 600 PARTE       FORTALEZA                               60810270CE47987000010001957901P76296    20052014900BRADESCO S/A        1906201400000000000137800CC                                                                                                                                                                                                                                                                                                                                                                                                         000238
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004957843000131MINISTERIO CANAA DA ASSEMBLEIA DE       AVENIDA PEDRO RAMALHO , 5454            FORTALEZA                               60861093CE47988000010001830101P7605402  09052014900BRADESCO S/A        0807201400000000000029725CC                                                                                                                                                                                                                                                                                                                                                                                                         000239
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004957843000131MINISTERIO CANAA DA ASSEMBLEIA DE       AVENIDA PEDRO RAMALHO , 5454            FORTALEZA                               60861093CE47988000020001831901P7605403  09052014900BRADESCO S/A        0708201400000000000029725CC                                                                                                                                                                                                                                                                                                                                                                                                         000240
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004957843000131MINISTERIO CANAA DA ASSEMBLEIA DE       AVENIDA PEDRO RAMALHO , 5454            FORTALEZA                               60861093CE47988000030001832701P7605404  09052014900BRADESCO S/A        0809201400000000000029725CC                                                                                                                                                                                                                                                                                                                                                                                                         000241
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008978365000288GD7 DISTRIBUIDOR DE ALIMENTOS LTDA      AVENIDA FERNANDES TAVORA, 1177          SOBRAL                                  62050000CE47989000010001415101P7495503  18032014900BRADESCO S/A        1606201400000000000043300CC                                                                                                                                                                                                                                                                                                                                                                                                         000242
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008978365000288GD7 DISTRIBUIDOR DE ALIMENTOS LTDA      AVENIDA FERNANDES TAVORA, 1177          SOBRAL                                  62050000CE47989000020001927701P76274    20052014900BRADESCO S/A        1906201400000000000037091CC                                                                                                                                                                                                                                                                                                                                                                                                         000243
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008978365000288GD7 DISTRIBUIDOR DE ALIMENTOS LTDA      AVENIDA FERNANDES TAVORA, 1177          SOBRAL                                  62050000CE47989000030001928501P76275    20052014900BRADESCO S/A        1906201400000000000012985CC                                                                                                                                                                                                                                                                                                                                                                                                         000244
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        019900000001903CERVEJARIAS KAISER BRASIL S.A.          ROD CE 060 , S/N                        PACATUBA                                61800000CE47990000010001787801P7586102  30042014900BRADESCO S/A        2606201400000000000048468CC                                                                                                                                                                                                                                                                                                                                                                                                         000245
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        019900000001903CERVEJARIAS KAISER BRASIL S.A.          ROD CE 060 , S/N                        PACATUBA                                61800000CE47990000020001788601P7586103  30042014900BRADESCO S/A        2807201400000000000048467CC                                                                                                                                                                                                                                                                                                                                                                                                         000246
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007654734000133ENGEXATA ENGENHARIA LTDA                RUA JOAQUIM NABUCO, 1950                FORTALEZA                               60125120CE47991000010001985401P76326    21052014900BRADESCO S/A        2006201400000000000098328CC                                                                                                                                                                                                                                                                                                                                                                                                         000247
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006880884000100DIAGONAL EMPREENDIMENTOS E ENGENHA      RUA FREI MANSUETO, 550                  FORTALEZA                               60175070CE47992000010001947101P76293    20052014900BRADESCO S/A        1906201400000000000060500CC                                                                                                                                                                                                                                                                                                                                                                                                         000248
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000939414000180PRONTO CLINICA DE FORTALEZA LTDA -      AVENIDA JOAO  PESSOA, 4408              FORTALEZA                               60425813CE47993000010001892101P7624901  19052014900BRADESCO S/A        1806201400000000000020467CC                                                                                                                                                                                                                                                                                                                                                                                                         000249
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000939414000180PRONTO CLINICA DE FORTALEZA LTDA -      AVENIDA JOAO  PESSOA, 4408              FORTALEZA                               60425813CE47993000020001893901P7624902  19052014900BRADESCO S/A        1807201400000000000020467CC                                                                                                                                                                                                                                                                                                                                                                                                         000250
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000939414000180PRONTO CLINICA DE FORTALEZA LTDA -      AVENIDA JOAO  PESSOA, 4408              FORTALEZA                               60425813CE47993000030001894701P7624903  19052014900BRADESCO S/A        1808201400000000000020466CC                                                                                                                                                                                                                                                                                                                                                                                                         000251
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        023470479000125JOAQUIM ARISTIDES NETO ME               SITIO MATRIZ, 213                       UBAJARA                                 62350000CE47994000010001815701P7587302  30042014900BRADESCO S/A        3006201400000000000030981CC                                                                                                                                                                                                                                                                                                                                                                                                         000252
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        023470479000125JOAQUIM ARISTIDES NETO ME               SITIO MATRIZ, 213                       UBAJARA                                 62350000CE47994000020001816501P7587303  30042014900BRADESCO S/A        2907201400000000000030982CC                                                                                                                                                                                                                                                                                                                                                                                                         000253
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424558000118IBI TUPI PROJETOS E CONSULTORIA LT      RUA TORRES CAMERA, 600                  FORTALEZA                               60150060CE47995000010001796701P7586402  30042014900BRADESCO S/A        3006201400000000000020778CC                                                                                                                                                                                                                                                                                                                                                                                                         000254
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424558000118IBI TUPI PROJETOS E CONSULTORIA LT      RUA TORRES CAMERA, 600                  FORTALEZA                               60150060CE47995000020001797501P7586403  30042014900BRADESCO S/A        2907201400000000000020778CC                                                                                                                                                                                                                                                                                                                                                                                                         000255
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424558000118IBI TUPI PROJETOS E CONSULTORIA LT      RUA TORRES CAMERA, 600                  FORTALEZA                               60150060CE47995000030001798301P7586404  30042014900BRADESCO S/A        2808201400000000000020776CC                                                                                                                                                                                                                                                                                                                                                                                                         000256
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007240450000109APIGUANA MAQUINAS E FERRAMENTAS LT      AVENIDA DUQUE DE CAXIAS, 901            FORTALEZA                               60035110CE47996000010001941201P7629101  20052014900BRADESCO S/A        1906201400000000000031500CC                                                                                                                                                                                                                                                                                                                                                                                                         000257
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007240450000109APIGUANA MAQUINAS E FERRAMENTAS LT      AVENIDA DUQUE DE CAXIAS, 901            FORTALEZA                               60035110CE47996000020001942101P7629102  20052014900BRADESCO S/A        2107201400000000000031500CC                                                                                                                                                                                                                                                                                                                                                                                                         000258
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010353107000177HOTEIS SEARA LTDA - ME                  AVENIDA BEIRA MAR , 2200                FORTALEZA                               60165121CE47997000010002019401P76353    22052014900BRADESCO S/A        2306201400000000000063010CC                                                                                                                                                                                                                                                                                                                                                                                                         000259
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005539809000100CENTRAL DE RECUPERACAO DE CREDITOS      R PEDRO BORGES , 20                     FORTALEZA                               60055110CE47998000010001785101P7586002  30042014900BRADESCO S/A        3006201400000000000063250CC                                                                                                                                                                                                                                                                                                                                                                                                         000260
